image1,image2,ground_truth,prediction,correct,raw_response
cplfw_112x112/2202.bmp,cplfw_112x112/2203.bmp,0,0,True,NO
cplfw_112x112/2204.bmp,cplfw_112x112/2205.bmp,0,0,True,NO
cplfw_112x112/2206.bmp,cplfw_112x112/2207.bmp,0,1,False,YES
cplfw_112x112/2208.bmp,cplfw_112x112/2209.bmp,0,0,True,NO
cplfw_112x112/2210.bmp,cplfw_112x112/2211.bmp,0,0,True,NO
cplfw_112x112/2212.bmp,cplfw_112x112/2213.bmp,0,0,True,NO
cplfw_112x112/2214.bmp,cplfw_112x112/2215.bmp,0,0,True,NO
cplfw_112x112/2216.bmp,cplfw_112x112/2217.bmp,0,0,True,NO
cplfw_112x112/2218.bmp,cplfw_112x112/2219.bmp,0,0,True,NO
cplfw_112x112/2220.bmp,cplfw_112x112/2221.bmp,0,0,True,NO
cplfw_112x112/2222.bmp,cplfw_112x112/2223.bmp,0,0,True,NO
cplfw_112x112/2224.bmp,cplfw_112x112/2225.bmp,0,0,True,NO
cplfw_112x112/2226.bmp,cplfw_112x112/2227.bmp,0,0,True,NO
cplfw_112x112/2228.bmp,cplfw_112x112/2229.bmp,0,0,True,NO
cplfw_112x112/2230.bmp,cplfw_112x112/2231.bmp,0,0,True,NO
cplfw_112x112/2232.bmp,cplfw_112x112/2233.bmp,0,0,True,NO
cplfw_112x112/2234.bmp,cplfw_112x112/2235.bmp,0,0,True,NO
cplfw_112x112/2236.bmp,cplfw_112x112/2237.bmp,0,0,True,NO
cplfw_112x112/2238.bmp,cplfw_112x112/2239.bmp,0,0,True,NO
cplfw_112x112/2240.bmp,cplfw_112x112/2241.bmp,0,0,True,NO
cplfw_112x112/2242.bmp,cplfw_112x112/2243.bmp,0,0,True,NO
cplfw_112x112/2244.bmp,cplfw_112x112/2245.bmp,0,0,True,NO
cplfw_112x112/2246.bmp,cplfw_112x112/2247.bmp,0,0,True,NO
cplfw_112x112/2248.bmp,cplfw_112x112/2249.bmp,0,0,True,NO
cplfw_112x112/2250.bmp,cplfw_112x112/2251.bmp,0,0,True,NO
cplfw_112x112/2252.bmp,cplfw_112x112/2253.bmp,0,0,True,NO
cplfw_112x112/2254.bmp,cplfw_112x112/2255.bmp,0,0,True,NO
cplfw_112x112/2256.bmp,cplfw_112x112/2257.bmp,0,0,True,NO
cplfw_112x112/2258.bmp,cplfw_112x112/2259.bmp,0,0,True,NO
cplfw_112x112/2260.bmp,cplfw_112x112/2261.bmp,0,0,True,NO
cplfw_112x112/2262.bmp,cplfw_112x112/2263.bmp,0,0,True,NO
cplfw_112x112/2264.bmp,cplfw_112x112/2265.bmp,0,0,True,NO
cplfw_112x112/2266.bmp,cplfw_112x112/2267.bmp,0,0,True,NO
cplfw_112x112/2268.bmp,cplfw_112x112/2269.bmp,0,0,True,NO
cplfw_112x112/2270.bmp,cplfw_112x112/2271.bmp,0,0,True,NO
cplfw_112x112/2272.bmp,cplfw_112x112/2273.bmp,0,0,True,NO
cplfw_112x112/2274.bmp,cplfw_112x112/2275.bmp,0,0,True,NO
cplfw_112x112/2276.bmp,cplfw_112x112/2277.bmp,0,0,True,NO
cplfw_112x112/2278.bmp,cplfw_112x112/2279.bmp,0,0,True,NO
cplfw_112x112/2280.bmp,cplfw_112x112/2281.bmp,0,0,True,NO
cplfw_112x112/2282.bmp,cplfw_112x112/2283.bmp,0,0,True,NO
cplfw_112x112/2284.bmp,cplfw_112x112/2285.bmp,0,0,True,NO
cplfw_112x112/2286.bmp,cplfw_112x112/2287.bmp,0,0,True,NO
cplfw_112x112/2288.bmp,cplfw_112x112/2289.bmp,0,0,True,NO
cplfw_112x112/2290.bmp,cplfw_112x112/2291.bmp,0,0,True,NO
cplfw_112x112/2292.bmp,cplfw_112x112/2293.bmp,0,0,True,NO
cplfw_112x112/2294.bmp,cplfw_112x112/2295.bmp,0,0,True,NO
cplfw_112x112/2296.bmp,cplfw_112x112/2297.bmp,0,0,True,NO
cplfw_112x112/2298.bmp,cplfw_112x112/2299.bmp,0,0,True,NO
cplfw_112x112/2300.bmp,cplfw_112x112/2301.bmp,0,0,True,NO
cplfw_112x112/2302.bmp,cplfw_112x112/2303.bmp,0,0,True,NO
cplfw_112x112/2304.bmp,cplfw_112x112/2305.bmp,0,0,True,NO
cplfw_112x112/2306.bmp,cplfw_112x112/2307.bmp,0,0,True,NO
cplfw_112x112/2308.bmp,cplfw_112x112/2309.bmp,0,0,True,NO
cplfw_112x112/2310.bmp,cplfw_112x112/2311.bmp,0,0,True,NO
cplfw_112x112/2312.bmp,cplfw_112x112/2313.bmp,0,0,True,NO
cplfw_112x112/2314.bmp,cplfw_112x112/2315.bmp,0,0,True,NO
cplfw_112x112/2316.bmp,cplfw_112x112/2317.bmp,0,0,True,NO
cplfw_112x112/2318.bmp,cplfw_112x112/2319.bmp,0,0,True,NO
cplfw_112x112/2320.bmp,cplfw_112x112/2321.bmp,0,0,True,NO
cplfw_112x112/2322.bmp,cplfw_112x112/2323.bmp,0,0,True,NO
cplfw_112x112/2324.bmp,cplfw_112x112/2325.bmp,0,0,True,NO
cplfw_112x112/2326.bmp,cplfw_112x112/2327.bmp,0,0,True,NO
cplfw_112x112/2328.bmp,cplfw_112x112/2329.bmp,0,0,True,NO
cplfw_112x112/2330.bmp,cplfw_112x112/2331.bmp,0,0,True,NO
cplfw_112x112/2332.bmp,cplfw_112x112/2333.bmp,0,0,True,NO
cplfw_112x112/2334.bmp,cplfw_112x112/2335.bmp,0,0,True,NO
cplfw_112x112/2336.bmp,cplfw_112x112/2337.bmp,0,0,True,NO
cplfw_112x112/2338.bmp,cplfw_112x112/2339.bmp,0,0,True,NO
cplfw_112x112/2340.bmp,cplfw_112x112/2341.bmp,0,0,True,NO
cplfw_112x112/2342.bmp,cplfw_112x112/2343.bmp,0,0,True,NO
cplfw_112x112/2344.bmp,cplfw_112x112/2345.bmp,0,0,True,NO
cplfw_112x112/2346.bmp,cplfw_112x112/2347.bmp,0,0,True,NO
cplfw_112x112/2348.bmp,cplfw_112x112/2349.bmp,0,0,True,NO
cplfw_112x112/2350.bmp,cplfw_112x112/2351.bmp,0,0,True,NO
cplfw_112x112/2352.bmp,cplfw_112x112/2353.bmp,0,0,True,NO
cplfw_112x112/2354.bmp,cplfw_112x112/2355.bmp,0,0,True,NO
cplfw_112x112/2356.bmp,cplfw_112x112/2357.bmp,0,0,True,NO
cplfw_112x112/2358.bmp,cplfw_112x112/2359.bmp,0,0,True,NO
cplfw_112x112/2360.bmp,cplfw_112x112/2361.bmp,0,0,True,NO
cplfw_112x112/2362.bmp,cplfw_112x112/2363.bmp,0,0,True,NO
cplfw_112x112/2364.bmp,cplfw_112x112/2365.bmp,0,0,True,NO
cplfw_112x112/2366.bmp,cplfw_112x112/2367.bmp,0,0,True,NO
cplfw_112x112/2368.bmp,cplfw_112x112/2369.bmp,0,0,True,NO
cplfw_112x112/2370.bmp,cplfw_112x112/2371.bmp,0,0,True,NO
cplfw_112x112/2372.bmp,cplfw_112x112/2373.bmp,0,0,True,NO
cplfw_112x112/2374.bmp,cplfw_112x112/2375.bmp,0,0,True,NO
cplfw_112x112/2376.bmp,cplfw_112x112/2377.bmp,0,0,True,NO
cplfw_112x112/2378.bmp,cplfw_112x112/2379.bmp,0,0,True,NO
cplfw_112x112/2380.bmp,cplfw_112x112/2381.bmp,0,0,True,NO
cplfw_112x112/2382.bmp,cplfw_112x112/2383.bmp,0,0,True,NO
cplfw_112x112/2384.bmp,cplfw_112x112/2385.bmp,0,0,True,NO
cplfw_112x112/2386.bmp,cplfw_112x112/2387.bmp,0,0,True,NO
cplfw_112x112/2388.bmp,cplfw_112x112/2389.bmp,0,0,True,NO
cplfw_112x112/2390.bmp,cplfw_112x112/2391.bmp,0,0,True,NO
cplfw_112x112/2392.bmp,cplfw_112x112/2393.bmp,0,0,True,NO
cplfw_112x112/2394.bmp,cplfw_112x112/2395.bmp,0,0,True,NO
cplfw_112x112/2396.bmp,cplfw_112x112/2397.bmp,0,0,True,NO
cplfw_112x112/2398.bmp,cplfw_112x112/2399.bmp,0,0,True,NO
cplfw_112x112/2400.bmp,cplfw_112x112/2401.bmp,1,0,False,NO
cplfw_112x112/2402.bmp,cplfw_112x112/2403.bmp,1,0,False,NO
cplfw_112x112/2404.bmp,cplfw_112x112/2405.bmp,1,0,False,NO
cplfw_112x112/2406.bmp,cplfw_112x112/2407.bmp,1,0,False,NO
cplfw_112x112/2408.bmp,cplfw_112x112/2409.bmp,1,0,False,NO
cplfw_112x112/2410.bmp,cplfw_112x112/2411.bmp,1,0,False,NO
cplfw_112x112/2412.bmp,cplfw_112x112/2413.bmp,1,0,False,NO
cplfw_112x112/2414.bmp,cplfw_112x112/2415.bmp,1,0,False,NO
cplfw_112x112/2416.bmp,cplfw_112x112/2417.bmp,1,0,False,NO
cplfw_112x112/2418.bmp,cplfw_112x112/2419.bmp,1,0,False,NO
cplfw_112x112/2420.bmp,cplfw_112x112/2421.bmp,1,0,False,NO
cplfw_112x112/2422.bmp,cplfw_112x112/2423.bmp,1,0,False,NO
cplfw_112x112/2424.bmp,cplfw_112x112/2425.bmp,1,0,False,NO
cplfw_112x112/2426.bmp,cplfw_112x112/2427.bmp,1,0,False,NO
cplfw_112x112/2428.bmp,cplfw_112x112/2429.bmp,1,0,False,NO
cplfw_112x112/2430.bmp,cplfw_112x112/2431.bmp,1,0,False,NO
cplfw_112x112/2432.bmp,cplfw_112x112/2433.bmp,1,0,False,NO
cplfw_112x112/2434.bmp,cplfw_112x112/2435.bmp,1,0,False,NO
cplfw_112x112/2436.bmp,cplfw_112x112/2437.bmp,1,0,False,NO
cplfw_112x112/2438.bmp,cplfw_112x112/2439.bmp,1,0,False,NO
cplfw_112x112/2440.bmp,cplfw_112x112/2441.bmp,1,0,False,NO
cplfw_112x112/2442.bmp,cplfw_112x112/2443.bmp,1,0,False,NO
cplfw_112x112/2444.bmp,cplfw_112x112/2445.bmp,1,0,False,NO
cplfw_112x112/2446.bmp,cplfw_112x112/2447.bmp,1,0,False,NO
cplfw_112x112/2448.bmp,cplfw_112x112/2449.bmp,1,0,False,NO
cplfw_112x112/2450.bmp,cplfw_112x112/2451.bmp,1,0,False,NO
cplfw_112x112/2452.bmp,cplfw_112x112/2453.bmp,1,0,False,NO
cplfw_112x112/2454.bmp,cplfw_112x112/2455.bmp,1,0,False,NO
cplfw_112x112/2456.bmp,cplfw_112x112/2457.bmp,1,0,False,NO
cplfw_112x112/2458.bmp,cplfw_112x112/2459.bmp,1,0,False,NO
cplfw_112x112/2460.bmp,cplfw_112x112/2461.bmp,1,0,False,NO
cplfw_112x112/2462.bmp,cplfw_112x112/2463.bmp,1,0,False,NO
cplfw_112x112/2464.bmp,cplfw_112x112/2465.bmp,1,0,False,NO
cplfw_112x112/2466.bmp,cplfw_112x112/2467.bmp,1,1,True,YES
cplfw_112x112/2468.bmp,cplfw_112x112/2469.bmp,1,0,False,NO
cplfw_112x112/2470.bmp,cplfw_112x112/2471.bmp,1,0,False,NO
cplfw_112x112/2472.bmp,cplfw_112x112/2473.bmp,1,0,False,NO
cplfw_112x112/2474.bmp,cplfw_112x112/2475.bmp,1,0,False,NO
cplfw_112x112/2476.bmp,cplfw_112x112/2477.bmp,1,0,False,NO
cplfw_112x112/2478.bmp,cplfw_112x112/2479.bmp,1,0,False,NO
cplfw_112x112/2480.bmp,cplfw_112x112/2481.bmp,1,0,False,NO
cplfw_112x112/2482.bmp,cplfw_112x112/2483.bmp,1,0,False,NO
cplfw_112x112/2484.bmp,cplfw_112x112/2485.bmp,1,0,False,NO
cplfw_112x112/2486.bmp,cplfw_112x112/2487.bmp,1,0,False,NO
cplfw_112x112/2488.bmp,cplfw_112x112/2489.bmp,1,0,False,NO
cplfw_112x112/2490.bmp,cplfw_112x112/2491.bmp,1,0,False,NO
cplfw_112x112/2492.bmp,cplfw_112x112/2493.bmp,1,0,False,NO
cplfw_112x112/2494.bmp,cplfw_112x112/2495.bmp,1,0,False,NO
cplfw_112x112/2496.bmp,cplfw_112x112/2497.bmp,1,0,False,NO
cplfw_112x112/2498.bmp,cplfw_112x112/2499.bmp,1,0,False,NO
cplfw_112x112/2500.bmp,cplfw_112x112/2501.bmp,1,0,False,NO
cplfw_112x112/2502.bmp,cplfw_112x112/2503.bmp,1,0,False,NO
cplfw_112x112/2504.bmp,cplfw_112x112/2505.bmp,1,0,False,NO
cplfw_112x112/2506.bmp,cplfw_112x112/2507.bmp,1,0,False,NO
cplfw_112x112/2508.bmp,cplfw_112x112/2509.bmp,1,0,False,NO
cplfw_112x112/2510.bmp,cplfw_112x112/2511.bmp,1,0,False,NO
cplfw_112x112/2512.bmp,cplfw_112x112/2513.bmp,1,0,False,NO
cplfw_112x112/2514.bmp,cplfw_112x112/2515.bmp,1,0,False,NO
cplfw_112x112/2516.bmp,cplfw_112x112/2517.bmp,1,0,False,NO
cplfw_112x112/2518.bmp,cplfw_112x112/2519.bmp,1,0,False,NO
cplfw_112x112/2520.bmp,cplfw_112x112/2521.bmp,1,0,False,NO
cplfw_112x112/2522.bmp,cplfw_112x112/2523.bmp,1,1,True,YES
cplfw_112x112/2524.bmp,cplfw_112x112/2525.bmp,1,1,True,YES
cplfw_112x112/2526.bmp,cplfw_112x112/2527.bmp,1,0,False,NO
cplfw_112x112/2528.bmp,cplfw_112x112/2529.bmp,1,0,False,NO
cplfw_112x112/2530.bmp,cplfw_112x112/2531.bmp,1,0,False,NO
cplfw_112x112/2532.bmp,cplfw_112x112/2533.bmp,1,0,False,NO
cplfw_112x112/2534.bmp,cplfw_112x112/2535.bmp,1,0,False,NO
cplfw_112x112/2536.bmp,cplfw_112x112/2537.bmp,1,0,False,NO
cplfw_112x112/2538.bmp,cplfw_112x112/2539.bmp,1,0,False,NO
cplfw_112x112/2540.bmp,cplfw_112x112/2541.bmp,1,0,False,NO
cplfw_112x112/2542.bmp,cplfw_112x112/2543.bmp,1,0,False,NO
cplfw_112x112/2544.bmp,cplfw_112x112/2545.bmp,1,0,False,NO
cplfw_112x112/2546.bmp,cplfw_112x112/2547.bmp,1,0,False,NO
cplfw_112x112/2548.bmp,cplfw_112x112/2549.bmp,1,0,False,NO
cplfw_112x112/2550.bmp,cplfw_112x112/2551.bmp,1,0,False,NO
cplfw_112x112/2552.bmp,cplfw_112x112/2553.bmp,1,0,False,NO
cplfw_112x112/2554.bmp,cplfw_112x112/2555.bmp,1,1,True,YES
cplfw_112x112/2556.bmp,cplfw_112x112/2557.bmp,1,0,False,NO
cplfw_112x112/2558.bmp,cplfw_112x112/2559.bmp,1,0,False,NO
cplfw_112x112/2560.bmp,cplfw_112x112/2561.bmp,1,0,False,NO
cplfw_112x112/2562.bmp,cplfw_112x112/2563.bmp,1,0,False,NO
cplfw_112x112/2564.bmp,cplfw_112x112/2565.bmp,1,0,False,NO
cplfw_112x112/2566.bmp,cplfw_112x112/2567.bmp,1,0,False,NO
cplfw_112x112/2568.bmp,cplfw_112x112/2569.bmp,1,0,False,NO
cplfw_112x112/2570.bmp,cplfw_112x112/2571.bmp,1,1,True,YES
cplfw_112x112/2572.bmp,cplfw_112x112/2573.bmp,1,0,False,NO
cplfw_112x112/2574.bmp,cplfw_112x112/2575.bmp,1,1,True,YES
cplfw_112x112/2576.bmp,cplfw_112x112/2577.bmp,1,0,False,NO
cplfw_112x112/2578.bmp,cplfw_112x112/2579.bmp,1,0,False,NO
cplfw_112x112/2580.bmp,cplfw_112x112/2581.bmp,1,0,False,NO
cplfw_112x112/2582.bmp,cplfw_112x112/2583.bmp,1,1,True,YES
cplfw_112x112/2584.bmp,cplfw_112x112/2585.bmp,1,0,False,NO
cplfw_112x112/2586.bmp,cplfw_112x112/2587.bmp,1,0,False,NO
cplfw_112x112/2588.bmp,cplfw_112x112/2589.bmp,1,0,False,NO
cplfw_112x112/2590.bmp,cplfw_112x112/2591.bmp,1,0,False,NO
cplfw_112x112/2592.bmp,cplfw_112x112/2593.bmp,1,0,False,NO
cplfw_112x112/2594.bmp,cplfw_112x112/2595.bmp,1,0,False,NO
cplfw_112x112/2596.bmp,cplfw_112x112/2597.bmp,1,0,False,NO
cplfw_112x112/2598.bmp,cplfw_112x112/2599.bmp,1,0,False,NO
cplfw_112x112/2600.bmp,cplfw_112x112/2601.bmp,1,1,True,YES
cplfw_112x112/2602.bmp,cplfw_112x112/2603.bmp,1,0,False,NO
cplfw_112x112/2604.bmp,cplfw_112x112/2605.bmp,1,0,False,NO
cplfw_112x112/2606.bmp,cplfw_112x112/2607.bmp,1,0,False,NO
cplfw_112x112/2608.bmp,cplfw_112x112/2609.bmp,1,0,False,NO
cplfw_112x112/2610.bmp,cplfw_112x112/2611.bmp,1,0,False,NO
cplfw_112x112/2612.bmp,cplfw_112x112/2613.bmp,1,0,False,NO
cplfw_112x112/2614.bmp,cplfw_112x112/2615.bmp,1,0,False,NO
cplfw_112x112/2616.bmp,cplfw_112x112/2617.bmp,1,0,False,NO
cplfw_112x112/2618.bmp,cplfw_112x112/2619.bmp,1,0,False,NO
cplfw_112x112/2620.bmp,cplfw_112x112/2621.bmp,1,0,False,NO
cplfw_112x112/2622.bmp,cplfw_112x112/2623.bmp,1,0,False,NO
cplfw_112x112/2624.bmp,cplfw_112x112/2625.bmp,1,0,False,NO
cplfw_112x112/2626.bmp,cplfw_112x112/2627.bmp,1,0,False,NO
cplfw_112x112/2628.bmp,cplfw_112x112/2629.bmp,1,0,False,NO
cplfw_112x112/2630.bmp,cplfw_112x112/2631.bmp,1,0,False,NO
cplfw_112x112/2632.bmp,cplfw_112x112/2633.bmp,1,0,False,NO
cplfw_112x112/2634.bmp,cplfw_112x112/2635.bmp,1,0,False,NO
cplfw_112x112/2636.bmp,cplfw_112x112/2637.bmp,1,0,False,NO
cplfw_112x112/2638.bmp,cplfw_112x112/2639.bmp,1,0,False,NO
cplfw_112x112/2640.bmp,cplfw_112x112/2641.bmp,1,0,False,NO
cplfw_112x112/2642.bmp,cplfw_112x112/2643.bmp,1,1,True,YES
cplfw_112x112/2644.bmp,cplfw_112x112/2645.bmp,1,0,False,NO
cplfw_112x112/2646.bmp,cplfw_112x112/2647.bmp,1,0,False,NO
cplfw_112x112/2648.bmp,cplfw_112x112/2649.bmp,1,1,True,YES
cplfw_112x112/2650.bmp,cplfw_112x112/2651.bmp,1,0,False,NO
cplfw_112x112/2652.bmp,cplfw_112x112/2653.bmp,1,0,False,NO
cplfw_112x112/2654.bmp,cplfw_112x112/2655.bmp,1,0,False,NO
cplfw_112x112/2656.bmp,cplfw_112x112/2657.bmp,1,0,False,NO
cplfw_112x112/2658.bmp,cplfw_112x112/2659.bmp,1,0,False,NO
cplfw_112x112/2660.bmp,cplfw_112x112/2661.bmp,1,0,False,NO
cplfw_112x112/2662.bmp,cplfw_112x112/2663.bmp,1,0,False,NO
cplfw_112x112/2664.bmp,cplfw_112x112/2665.bmp,1,0,False,NO
cplfw_112x112/2666.bmp,cplfw_112x112/2667.bmp,1,0,False,NO
cplfw_112x112/2668.bmp,cplfw_112x112/2669.bmp,1,0,False,NO
cplfw_112x112/2670.bmp,cplfw_112x112/2671.bmp,1,0,False,NO
cplfw_112x112/2672.bmp,cplfw_112x112/2673.bmp,1,0,False,NO
cplfw_112x112/2674.bmp,cplfw_112x112/2675.bmp,1,0,False,NO
cplfw_112x112/2676.bmp,cplfw_112x112/2677.bmp,1,0,False,NO
cplfw_112x112/2678.bmp,cplfw_112x112/2679.bmp,1,0,False,NO
cplfw_112x112/2680.bmp,cplfw_112x112/2681.bmp,1,0,False,NO
cplfw_112x112/2682.bmp,cplfw_112x112/2683.bmp,1,0,False,NO
cplfw_112x112/2684.bmp,cplfw_112x112/2685.bmp,1,1,True,YES
cplfw_112x112/2686.bmp,cplfw_112x112/2687.bmp,1,0,False,NO
cplfw_112x112/2688.bmp,cplfw_112x112/2689.bmp,1,0,False,NO
cplfw_112x112/2690.bmp,cplfw_112x112/2691.bmp,1,0,False,NO
cplfw_112x112/2692.bmp,cplfw_112x112/2693.bmp,1,0,False,NO
cplfw_112x112/2694.bmp,cplfw_112x112/2695.bmp,1,1,True,YES
cplfw_112x112/2696.bmp,cplfw_112x112/2697.bmp,1,0,False,NO
cplfw_112x112/2698.bmp,cplfw_112x112/2699.bmp,1,1,True,YES
cplfw_112x112/2700.bmp,cplfw_112x112/2701.bmp,1,0,False,NO
cplfw_112x112/2702.bmp,cplfw_112x112/2703.bmp,1,0,False,NO
cplfw_112x112/2704.bmp,cplfw_112x112/2705.bmp,1,0,False,NO
cplfw_112x112/2706.bmp,cplfw_112x112/2707.bmp,1,0,False,NO
cplfw_112x112/2708.bmp,cplfw_112x112/2709.bmp,1,0,False,NO
cplfw_112x112/2710.bmp,cplfw_112x112/2711.bmp,1,0,False,NO
cplfw_112x112/2712.bmp,cplfw_112x112/2713.bmp,1,0,False,NO
cplfw_112x112/2714.bmp,cplfw_112x112/2715.bmp,1,0,False,NO
cplfw_112x112/2716.bmp,cplfw_112x112/2717.bmp,1,0,False,NO
cplfw_112x112/2718.bmp,cplfw_112x112/2719.bmp,1,0,False,NO
cplfw_112x112/2720.bmp,cplfw_112x112/2721.bmp,1,0,False,NO
cplfw_112x112/2722.bmp,cplfw_112x112/2723.bmp,1,0,False,NO
cplfw_112x112/2724.bmp,cplfw_112x112/2725.bmp,1,0,False,NO
cplfw_112x112/2726.bmp,cplfw_112x112/2727.bmp,1,0,False,NO
cplfw_112x112/2728.bmp,cplfw_112x112/2729.bmp,1,1,True,YES
cplfw_112x112/2730.bmp,cplfw_112x112/2731.bmp,1,0,False,NO
cplfw_112x112/2732.bmp,cplfw_112x112/2733.bmp,1,0,False,NO
cplfw_112x112/2734.bmp,cplfw_112x112/2735.bmp,1,0,False,NO
cplfw_112x112/2736.bmp,cplfw_112x112/2737.bmp,1,0,False,NO
cplfw_112x112/2738.bmp,cplfw_112x112/2739.bmp,1,1,True,YES
cplfw_112x112/2740.bmp,cplfw_112x112/2741.bmp,1,0,False,NO
cplfw_112x112/2742.bmp,cplfw_112x112/2743.bmp,1,0,False,NO
cplfw_112x112/2744.bmp,cplfw_112x112/2745.bmp,1,0,False,NO
cplfw_112x112/2746.bmp,cplfw_112x112/2747.bmp,1,1,True,YES
cplfw_112x112/2748.bmp,cplfw_112x112/2749.bmp,1,0,False,NO
cplfw_112x112/2750.bmp,cplfw_112x112/2751.bmp,1,0,False,NO
cplfw_112x112/2752.bmp,cplfw_112x112/2753.bmp,1,0,False,NO
cplfw_112x112/2754.bmp,cplfw_112x112/2755.bmp,1,0,False,NO
cplfw_112x112/2756.bmp,cplfw_112x112/2757.bmp,1,0,False,NO
cplfw_112x112/2758.bmp,cplfw_112x112/2759.bmp,1,0,False,NO
cplfw_112x112/2760.bmp,cplfw_112x112/2761.bmp,1,0,False,NO
cplfw_112x112/2762.bmp,cplfw_112x112/2763.bmp,1,0,False,NO
cplfw_112x112/2764.bmp,cplfw_112x112/2765.bmp,1,0,False,NO
cplfw_112x112/2766.bmp,cplfw_112x112/2767.bmp,1,0,False,NO
cplfw_112x112/2768.bmp,cplfw_112x112/2769.bmp,1,0,False,NO
cplfw_112x112/2770.bmp,cplfw_112x112/2771.bmp,1,0,False,NO
cplfw_112x112/2772.bmp,cplfw_112x112/2773.bmp,1,0,False,NO
cplfw_112x112/2774.bmp,cplfw_112x112/2775.bmp,1,0,False,NO
cplfw_112x112/2776.bmp,cplfw_112x112/2777.bmp,1,1,True,YES
cplfw_112x112/2778.bmp,cplfw_112x112/2779.bmp,1,0,False,NO
cplfw_112x112/2780.bmp,cplfw_112x112/2781.bmp,1,1,True,YES
cplfw_112x112/2782.bmp,cplfw_112x112/2783.bmp,1,0,False,NO
cplfw_112x112/2784.bmp,cplfw_112x112/2785.bmp,1,0,False,NO
cplfw_112x112/2786.bmp,cplfw_112x112/2787.bmp,1,0,False,NO
cplfw_112x112/2788.bmp,cplfw_112x112/2789.bmp,1,0,False,NO
cplfw_112x112/2790.bmp,cplfw_112x112/2791.bmp,1,0,False,NO
cplfw_112x112/2792.bmp,cplfw_112x112/2793.bmp,1,0,False,NO
cplfw_112x112/2794.bmp,cplfw_112x112/2795.bmp,1,0,False,NO
cplfw_112x112/2796.bmp,cplfw_112x112/2797.bmp,1,0,False,NO
cplfw_112x112/2798.bmp,cplfw_112x112/2799.bmp,1,1,True,YES
cplfw_112x112/2800.bmp,cplfw_112x112/2801.bmp,1,0,False,NO
cplfw_112x112/2802.bmp,cplfw_112x112/2803.bmp,1,0,False,NO
cplfw_112x112/2804.bmp,cplfw_112x112/2805.bmp,1,0,False,NO
cplfw_112x112/2806.bmp,cplfw_112x112/2807.bmp,1,0,False,NO
cplfw_112x112/2808.bmp,cplfw_112x112/2809.bmp,1,0,False,NO
cplfw_112x112/2810.bmp,cplfw_112x112/2811.bmp,1,0,False,NO
cplfw_112x112/2812.bmp,cplfw_112x112/2813.bmp,1,0,False,NO
cplfw_112x112/2814.bmp,cplfw_112x112/2815.bmp,1,0,False,NO
cplfw_112x112/2816.bmp,cplfw_112x112/2817.bmp,1,0,False,NO
cplfw_112x112/2818.bmp,cplfw_112x112/2819.bmp,1,0,False,NO
cplfw_112x112/2820.bmp,cplfw_112x112/2821.bmp,1,0,False,NO
cplfw_112x112/2822.bmp,cplfw_112x112/2823.bmp,1,0,False,NO
cplfw_112x112/2824.bmp,cplfw_112x112/2825.bmp,1,0,False,NO
cplfw_112x112/2826.bmp,cplfw_112x112/2827.bmp,1,0,False,NO
cplfw_112x112/2828.bmp,cplfw_112x112/2829.bmp,1,0,False,NO
cplfw_112x112/2830.bmp,cplfw_112x112/2831.bmp,1,0,False,NO
cplfw_112x112/2832.bmp,cplfw_112x112/2833.bmp,1,0,False,NO
cplfw_112x112/2834.bmp,cplfw_112x112/2835.bmp,1,0,False,NO
cplfw_112x112/2836.bmp,cplfw_112x112/2837.bmp,1,0,False,NO
cplfw_112x112/2838.bmp,cplfw_112x112/2839.bmp,1,0,False,NO
cplfw_112x112/2840.bmp,cplfw_112x112/2841.bmp,1,0,False,NO
cplfw_112x112/2842.bmp,cplfw_112x112/2843.bmp,1,0,False,NO
cplfw_112x112/2844.bmp,cplfw_112x112/2845.bmp,1,0,False,NO
cplfw_112x112/2846.bmp,cplfw_112x112/2847.bmp,1,0,False,NO
cplfw_112x112/2848.bmp,cplfw_112x112/2849.bmp,1,1,True,YES
cplfw_112x112/2850.bmp,cplfw_112x112/2851.bmp,1,0,False,NO
cplfw_112x112/2852.bmp,cplfw_112x112/2853.bmp,1,0,False,NO
cplfw_112x112/2854.bmp,cplfw_112x112/2855.bmp,1,0,False,NO
cplfw_112x112/2856.bmp,cplfw_112x112/2857.bmp,1,0,False,NO
cplfw_112x112/2858.bmp,cplfw_112x112/2859.bmp,1,0,False,NO
cplfw_112x112/2860.bmp,cplfw_112x112/2861.bmp,1,0,False,NO
cplfw_112x112/2862.bmp,cplfw_112x112/2863.bmp,1,0,False,NO
cplfw_112x112/2864.bmp,cplfw_112x112/2865.bmp,1,0,False,NO
cplfw_112x112/2866.bmp,cplfw_112x112/2867.bmp,1,0,False,NO
cplfw_112x112/2868.bmp,cplfw_112x112/2869.bmp,1,0,False,NO
cplfw_112x112/2870.bmp,cplfw_112x112/2871.bmp,1,0,False,NO
cplfw_112x112/2872.bmp,cplfw_112x112/2873.bmp,1,0,False,NO
cplfw_112x112/2874.bmp,cplfw_112x112/2875.bmp,1,0,False,NO
cplfw_112x112/2876.bmp,cplfw_112x112/2877.bmp,1,0,False,NO
cplfw_112x112/2878.bmp,cplfw_112x112/2879.bmp,1,0,False,NO
cplfw_112x112/2880.bmp,cplfw_112x112/2881.bmp,1,1,True,YES
